site.plot,Hydrogroup,HSG_2,lat,lon,site,B,plot,rep,siteB,site.plot.rep,depth,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,last_yr_range,sample.type,date.collected,smpl.yr,YSF,treatment,BD,MC60,WEPw,TP.ign,HCl.Pi,HCl.Po,LOI,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,sand,silt,clay,texture,fines,Ox.PSC,Ox.DPS,Ox.P2Fe,WFPS,Ox.P2Al,Ox.Al2Fe,HCl.PSR,MM.P,MM.P.ICP,MM.K,MM.Mg,MM.Ca,MM.Al,MM.B,MM.Cu,MM.Fe,MM.Mn,MM.Na,MM.S,MM.Zn,IP2TP,prior,farm_group,site_ID,study,FF,TP,Pi,Po,Pi2TP,OBJECTID,IDN,sample_date,project,Land_Use,LU_HSG,Transect,TPMD,TOP,Total_Inorganic,F__N,F__C,pH,TEXTURE,HSG,Al,Ca,Cu,Fe,K,Mg,Mn,Na,S,F39,F40,F41,F42,Value,sampledate,sample_yr
DM.2,C,C,44.5027,-73.21175,DM,NA,2,3,DM,DM.2.3,0-10cm,0,13,0,0,13,1,2020,NA,2020,NA,intact cores,2019-07-30T00:00:00Z,2019.58333333333,0,CTRL,0.951614431769479,0.17825992892250161,15.951768652512817,1399.7573408536066,1198.370371095868,201.3869697577325,0.03635321606882954,793.4381011676661,590.4587228043958,2149.3488602929456,232.2335116164609,0.42479344789112505,-363.4236464727439,53.3299999999999,40.42,6.25,Sandy loam,46.6700000000001,1867.7522082365256,0.8495868957822492,0.6671998875712996,0.2680482918143618,1.1698631737772294,0.570660802953888,0.6420483717726232,215.08997645291367,215.48440201215698,236.18727453718287,124.65111334672186,2467.661319273974,4.477151236222032,0.36915005886771585,0.3999003532062946,2.6225498233968527,11.06612544150787,18.13427892535773,33.621664454554264,2.9531008241480157,0.8561272272843178,row crop,>75%,DM.2,Wiegman,1,1399.7573408536066,1198.370371095868,201.3869697577386,0.8561272272843178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RR.R,C/D,D,44.94711968,-72.89164489,RR,R,R,NA,RRR,RR.R.,0-10cm,11,0,0,0,11,0,NA,1995,1995,pre-1995,surface plots,NA,2020.77222222222,25.7722222222221,CTRL,0.142623053510193,0.793687969130944,0.510961111111111,2625,268.723973941367,2356.27602605863,0.617647058823539,1319.32715372869,4609.16054168663,7249.27365452438,NA,0.14178705898597818,822.8244831806849,NA,NA,NA,NA,NA,9304.989913495301,0.283574117971957,0.32876406359867,0.119637071284041,0.249306003026911,1.31871699681127,0.028879555640531,4.165,12.5699999999999,287.215,536.064999999999,4435.94,45.8399999999999,0.55,0.745,18.355,29.365,26.545,42.18,7.5,0.10237103769194933,"uncertain
(unfarmed since 1995)",<25%,RR.R,Wiegman,0,2625,268.723973941367,2356.276026058633,0.10237103769194933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.FN,B/D,D,43.7808944444444,-73.0989805555556,OCD,FN,FN,2,OCDFN,OCD.FN.2,0-10cm,4,5,0,0,9,0.555555555555555,2016,2003,2016,2016-2003,intact cores,NA,2021.525,5.52500000000009,CTRL,0.9471524837,0.29463636381673086,2.0766170024567416,1001.2696741894346,680.5865740255272,320.68310016390956,0.0502299999259532,561.4162307116608,1032.2035786629276,3415.1410254881025,110.16066103162946,0.18350459150834628,143.66585204978716,28.3,64.2,7.5,Silt loam,71.7,3075.6471236060743,0.3670091830166913,0.30162098050029523,0.4498291413811989,0.47368126671861827,0.6363740277079651,0.22155143907826808,6.7945054359165304,10.194232290597286,96.21443133857137,113.91339618570595,595.8083511134492,41.502661046859274,0.11563939843733949,2.016907850001027,87.91558829364863,8.433226639041859,12.797965228111396,7.8008787296679465,2.498772929680277,0.6797235465824805,hay/pasture,>25% & <75%,OCD.FN,Wiegman,0.555555555555555,1001.2696741894346,680.5865740255272,320.6831001639074,0.6797235465824805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCSP.0,B/D,D,43.919670000000004,-73.1758,OCSP,NA,0,N,OCSP,OCSP.0.N,0-10cm,8,1,0,0,9,0.111111111111111,1995,2003,1995,1995-2003,intact cores,2019-07-09T00:00:00Z,2019.51944444444,24.5194444444443,CTRL,0.2039666612716394,0.711995477016709,0.5601139336832544,1257.7633830378072,321.8930429456938,935.8703400921128,0.4407767335577051,421.5884608910562,1673.350062413468,1573.4684435607746,44.02012440205094,0.15325118638954496,214.9056060209464,1.45499999999998,87.295,11.25,Silt,97.545,2792.280949477612,0.30650237277908793,0.5525005703168047,0.20681196345498581,0.2188137818021794,2.5553491038604617,0.11806650038356688,6.67842555920384,16.407081488697624,127.29286935437945,281.14055799239,2782.897018111873,44.27295264661651,0.27304112109083994,0.41413072579125426,39.753226522698895,22.24856891790874,59.61447646760037,65.74185191197688,3.18300832441648,0.25592495956452727,hay/pasture,<25%,OCSP.0,Wiegman,0.111111111111111,1257.7633830378072,321.8930429456938,935.8703400921133,0.25592495956452727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS.RS,B/D,D,44.95279296,-72.83237003,MS,RS,RS,NA,MSRS,MS.RS.,0-10cm,12,0,0,0,12,0,NA,1995,1995,pre-1995,surface plots,NA,2020.77222222222,25.7722222222221,CTRL,0.0822869394288116,0.821883825662163,0.257424986361156,502.541881188118,23.5299999999999,479.011881188118,0.759075907590758,67.3418811581749,488.798752185291,793.813021411756,NA,0.06729843393393437,163.02210734823873,NA,NA,NA,NA,NA,1000.6455904201753,0.134596867867868,0.153247485935383,0.0697976381740083,0.119993363133197,1.27713301747591,0.0235148190580838,11.0480349344978,33.9563318777292,597.502183406113,427.07423580786,1972.54148471615,20.5065502183406,0.209606986899563,0.733624454148471,5.58951965065502,5.37991266375545,54.8646288209607,44.3144104803493,5.86899563318777,0.046821968239482606,"uncertain
(unfarmed since 1995)",<25%,MS.RS,Wiegman,0,502.541881188118,23.5299999999999,479.0118811881181,0.046821968239482606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sa.3,A/D,D,43.86691,-73.18,Sa,3,3,1,Sa3,Sa.3.1,0-10cm,10,0,0,0,10,0,NA,1993,1993,pre-1993,surface plots,NA,2018.68333333333,25.6833333333333,CTRL,0.231806070450297,0.7597738171311468,NA,1016.0779281884637,368.25686535852554,647.8210628299414,0.30238629347222495,567.2835959028187,1873.9963170674105,3467.8781847833548,102.96670419425892,0.14816426218184423,334.0582336524031,2.83999999999998,80.91,16.25,Silt loam,97.160000000000025,4071.343681939611,0.30096984356466705,0.2885064257544226,0.19543721516350704,0.3789172181204221,0.8199009689756983,0.08499024172079672,4.7473249317126935,15.301799396471182,97.58552918013196,359.93267930114445,3357.8466549897494,70.51625445388414,0.25114499041976346,0.9725375018987705,125.33373671787764,79.07395352191513,73.6238363133627,257.5301899104075,11.74258006321195,0.3624297459300983,"uncertain
(unfarmed since 1995)",<25%,Sa.3,Wiegman,0,1016.0779281884637,368.25686535852554,647.8210628299382,0.3624297459300983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC.3,B/D,D,44.56796,-73.15669,MC,NA,3,0,MC,MC.3.0,0-10cm,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,surface plots,2019-07-30T00:00:00Z,2019.58333333333,15.5833333333332,CTRL,0.28124747278575,0.523836231071228,3.18555,1589.21865,684.827539936102,904.391110063897,0.276517922457937,578.566932692586,865.223419046947,3525.09092980545,233.280519899056,0.19647108628839988,99.36995530073094,NA,NA,NA,NA,NA,2944.79428816975,0.392942172576799,0.296489704676263,0.164820165167905,0.58240810851013,0.509075509670906,0.232555307067556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43092090565140423,hay/pasture,>25% & <75%,MC.3,Wiegman,0.3,1589.21865,684.827539936102,904.391110063898,0.43092090565140423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC.0,D,D,44.29485,-73.1733,LC,NA,0,N,LC,LC.0.N,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,intact cores,2019-07-10T00:00:00Z,2019.51944444444,16.5194444444443,CTRL,0.241566677361134,0.6963120658345875,0.3861413614649241,1128.9435410886406,422.6688942790684,706.2746468095713,0.27085208651383164,335.61821256981807,1706.6539833985873,1523.9341036068865,21.830207249708575,0.11974654443460035,309.6549250932896,37.2999999999999,51.45,11.25,Silt loam,62.7000000000001,2803.097989351132,0.23949308886919923,0.40268280539332496,0.21608946492230255,0.171435800288908,2.356534649687273,0.1508432036156249,8.388705071495789,17.511109327888036,135.45792773602562,751.3031732335404,3180.423152241088,13.958478457979712,0.4526016302069353,0.6821777073079461,15.71164329208732,10.464791046281764,52.588426702787444,38.32700957319472,4.273786324116032,0.37439329682641936,hay/pasture,<25%,LC.0,Wiegman,0.222222222222222,1128.9435410886406,422.6688942790684,706.2746468095722,0.37439329682641936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.0,B/D,D,43.78186,-73.0971,OCD,NA,0,N,OCD,OCD.0.N,0-10cm,9,0,0,0,9,0,NA,1993,1993,pre-1993,intact cores,2019-07-09T00:00:00Z,2019.51944444444,26.5194444444443,CTRL,0.3327018928483,0.6582869089222892,0.5816376581341525,951.6242065959009,447.427519120013,504.1966874758879,0.4113013066458672,588.8878972779938,2176.6451859709077,4380.821279189363,162.04153302291135,0.12016835957082121,541.8944076673461,6.44999999999996,78.55,15,Silt loam,93.55000000000004,4924.208633285049,0.24033671914164143,0.2461563322492668,0.27523420019877387,0.2356538001974637,1.0444775788750043,0.090760386893392,5.167498615544644,12.213663719781682,91.78498897400543,284.156453804283,1712.9055210289064,72.33434031556772,0.27017117598128687,1.3840419682869347,181.63851277019558,42.34724462048343,51.89477913257072,79.89194340499546,10.472054111775408,0.4701724861755322,"uncertain
(unfarmed since 1995)",<25%,OCD.0,Wiegman,0,951.6242065959009,447.427519120013,504.19668747588787,0.4701724861755322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ro.1,A,A,43.65,-73.0669,Ro,1,1,NA,Ro1,Ro.1.,0-10cm,8,1,0,0,9,0.111111111111111,1994,2003,1994,1994-2003,surface plots,NA,2018.49166666666,24.4916666666665,CTRL,0.610777094300353,0.43604675394228,0.365943253011373,297.499999999999,181.249999999999,116.249999999999,0.128019999825418,468.399999999999,1790,4866.66666666666,743.333333333333,0.09862645595779869,624.9463571944303,NA,NA,NA,NA,NA,4749.2328042328,0.197252911915597,0.173864781263809,0.346096312870008,0.227911335375743,0.762861491628614,0.0381640588009202,1.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6092436974789903,hay/pasture,<25%,Ro.1,Wiegman,0.111111111111111,297.499999999999,181.249999999999,116.24999999999997,0.6092436974789903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM.2,C,C,44.5027,-73.21175,DM,NA,2,1,DM,DM.2.1,0-10cm,0,13,0,0,13,1,2020,NA,2020,NA,intact cores,2019-07-30T00:00:00Z,2019.58333333333,0,CTRL,0.92344878464643,0.08309295016899633,12.529284068328426,1509.8072017325123,1198.4123330456857,311.39486868681763,0.0425779705915097,869.0874990339805,676.2793287378838,2554.180162598819,251.06073013930506,0.39751536117015224,-366.4522449238918,53.3299999999999,40.42,6.25,Sandy loam,46.6700000000001,2190.390020359906,0.7950307223403031,0.6152753228093197,0.11616215644134162,1.123679196887405,0.5489507060943615,0.5476912459785718,214.72770581349775,215.13073530042715,236.94940139485408,123.31795739367122,2447.9574191961424,4.4961704447913675,0.37005573546625564,0.40533441279753324,2.6198327936012333,11.072918015996917,17.810046703080488,32.69017607295609,2.9657802965275737,0.7937518986997153,row crop,>75%,DM.2,Wiegman,1,1509.8072017325123,1198.4123330456857,311.3948686868266,0.7937518986997153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,B/D,D,44.832175,-73.002153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0.16809506666934668,996.6666666666667,2608,6513.333333333334,247.53333333333333,0.15101088790345632,522.7468161158605,37.6,53.56666666666666,8.833333333333334,NA,NA,6599.965608465609,NA,NA,NA,NA,NA,NA,5.269666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WRR-F,Perillo,0,1397.186333333333,1035.4830412520337,361.70329208129965,0.7411202189343158,43,52,20150727,USGS-VWRLSC-2014,Wetland,Wetland_C,Interior,1397.186333333333,361.70329208129965,1035.4830412520337,0.781160255,9.750293890333333,5.864999999999999,Loam,C,25061.47666666667,7057.486333333333,33.355673333333336,26042.943333333333,6185.735000000001,6157.6320000000005,477.27579999999995,359.23139999999995,1069.9741333333334,NA,NA,NA,NA,5,2015-07-27,2015
PoW.1,B,B,43.74,-73.0547,PoW,1,1,NA,PoW1,PoW.1.,0-10cm,8,1,0,0,9,0.111111111111111,1994,2003,1994,1994-2003,surface plots,NA,2018.47222222222,24.4722222222221,CTRL,0.511725539040683,0.47704716184272,0.482452010692906,947.5,437.903225806451,509.596774193548,0.111461442786068,376.199999999999,1085.99999999999,3440,107.8,0.11938405432088829,349.248807267116,NA,NA,NA,NA,NA,3151.1746031745915,0.238768108641776,0.197554388597149,0.302538628376323,0.301710924968811,0.654780361757105,0.13896507840768,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46216699293556834,hay/pasture,<25%,PoW.1,Wiegman,0.111111111111111,947.5,437.903225806451,509.596774193549,0.46216699293556834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ThMB.1,C,C,43.97,-73.155,ThMB,1,1,NA,ThMB1,ThMB.1.,0-10cm,3,6,0,0,9,0.666666666666666,2011,2015,2011,2011-2015,surface plots,NA,2018.45277777777,7.45277777777778,CTRL,0.96177680008903,0.284921687731153,2.88480552370274,1172.5,608.920454545454,563.579545454545,0.0625301204819274,735.6,1518,4900,237.999999999999,0.16510343279673803,290.0989733604181,NA,NA,NA,NA,NA,4455.388888888889,0.330206865593476,0.271188940092165,0.430145926888511,0.422057886013005,0.642539682539682,0.136670551040789,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5193351424694704,row crop,>25% & <75%,ThMB.1,Wiegman,0.666666666666666,1172.5,608.920454545454,563.579545454546,0.5193351424694704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCSP.4,B,B,43.91901,-73.1745,OCSP,NA,4,N,OCSP,OCSP.4.N,0-10cm,8,1,0,0,9,0.111111111111111,1995,2003,1995,1995-2003,intact cores,2019-07-09T00:00:00Z,2019.51944444444,24.5194444444443,CTRL,0.7370738585637779,0.30885773338080863,0.6556948046959803,826.2627013025643,384.92989182978175,441.33280947278234,0.26189205485570716,510.98483375062654,1126.7858292673113,4473.780620817221,204.09742153071173,0.13549864757273525,357.1079903221417,24.085,68.4149999999999,7.5,Silt loam,75.91499999999999,3770.2741926138,0.27099729514547005,0.2067434944324399,0.3192304087604361,0.40011265321864686,0.5250230842083685,0.10190716914618976,3.4070590749436067,9.543890030248395,50.30091911422165,131.01335409029474,1034.5954571805983,39.03764255124126,0.07167427065462796,0.5521563209932245,73.52067954153485,33.800544488036174,15.674612196613976,13.145336181264186,1.6641271471783368,0.46586865318131615,hay/pasture,<25%,OCSP.4,Wiegman,0.111111111111111,826.2627013025643,384.92989182978175,441.33280947278257,0.46586865318131615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.2,B/D,D,43.78125,-73.0973,OCD,NA,2,2,OCD,OCD.2.2,0-10cm,9,0,0,0,9,0,NA,1993,1993,pre-1993,intact cores,2019-07-09T00:00:00Z,2019.51944444444,26.5194444444443,CTRL,0.485799578233426,0.5250621788224468,0.176527073353571,1163.8453656869556,308.48396054318164,855.3614051437796,0.1439771056702647,568.3401294590595,1802.0431532773005,6022.234919966294,330.55410245327926,0.10555024510271371,673.5344316019047,6.25500000000002,83.7449999999999,10,Silt,93.74499999999998,5402.749697156866,0.21110049020542634,0.17214701882478015,0.32949431891199843,0.27454755983969426,0.6254563068586455,0.05750557112089116,5.1662928689488625,13.523099218373941,101.45002220922339,190.07828214311346,1515.2090840851645,51.69604555471306,0.15363594105089923,1.34645995454849,158.58187022243237,59.177033348257645,35.16942316300506,31.09025196267587,4.209477222643463,0.2650557966187373,"uncertain
(unfarmed since 1995)",<25%,OCD.2,Wiegman,0,1163.8453656869556,308.48396054318164,855.3614051437739,0.2650557966187373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.AS,B/D,D,43.7800805555556,-73.0948944444444,OCD,AS,AS,3,OCDAS,OCD.AS.3,0-10cm,2,7,0,0,9,0.777777777777777,2020,2003,2020,2020-2003,intact cores,NA,2021.525,1.52500000000009,CTRL,0.84169189885,0.34943062502681205,1.9303581582225544,908.5924275357861,538.9952201263253,369.5972074094634,0.07723176539769645,358.0706962882783,1040.3830982078357,2750.9170433407935,85.2222968237429,0.13044250475077307,271.1170802948293,35.3,57.2,7.5,Silt loam,64.7,2717.3430051356127,0.26088500950154514,0.23235094935033732,0.4693169760076804,0.29744735132680317,0.7848575428874731,0.19687299004283285,4.2956630540180525,7.005762000403445,48.610124225163496,106.13170765041954,1387.2082769716192,20.92969320958732,0.1723317486813542,0.5512608826869428,20.247111878219247,5.567181253924985,19.199218097083506,7.828307535557011,2.2132818321440113,0.5932200223021298,hay/pasture,>75%,OCD.AS,Wiegman,0.777777777777777,908.5924275357861,538.9952201263253,369.5972074094608,0.5932200223021298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QuH.2,C,C,43.79,-73.10939,QuH,2,2,2,QuH2,QuH.2.2,0-10cm,4,5,0,0,9,0.555555555555555,2009,2011,2009,2009-2011,surface plots,NA,2018.68333333333,9.68333333333339,CTRL,0.904152897072632,0.2940648430728824,NA,1056.9846546293181,463.5908545124894,593.3938001168304,0.09279800889301325,516.1181653788153,1699.6795363779652,2640.4018913526306,157.03311888267862,0.15442865985809365,258.6702482285438,5.7,83.05,11.25,Silt,94.3,3413.1349591364415,0.30885731971618646,0.36259376821339484,0.413391863533536,0.269103241969882,1.3409371420343903,0.13930205128786918,5.631514161416725,9.646735886647745,53.61160791855323,193.63739688648153,1949.3361104258743,23.282035556410033,0.2010267677738672,0.4411785857809049,14.998280030761219,17.463180140840496,19.603893330769893,18.562602851509133,0.7455173763396519,0.43859752597360985,hay/pasture,>25% & <75%,QuH.2,Wiegman,0.555555555555555,1056.9846546293181,463.5908545124894,593.3938001168287,0.43859752597360985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC.2,C/D,D,44.29444,-73.1743,LC,NA,2,2,LC,LC.2.2,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,intact cores,2019-07-10T00:00:00Z,2019.51944444444,16.5194444444443,CTRL,0.683348604001309,0.4328284612674065,0.21163758661921592,792.0369193179621,278.6431874954938,513.3937318224672,0.17776899703875848,335.63351238010006,2387.971860636005,2338.042706387508,43.27303255926569,0.08349937721262894,592.1485251928649,16.73,52.0199999999999,31.25,Silty clay loam,83.27,4036.019110655059,0.16699875442525727,0.2597514916048208,0.42367585659500734,0.12307424825464036,2.117912168135995,0.06937977826301239,5.358696466754472,11.568905217804712,163.9523449262961,992.9690615862872,3793.6487358289232,7.640144987652138,0.5757074774048505,0.8814636195527524,7.6611676047864234,13.671029663173309,16.84904114626385,18.264257949930165,3.0687907765095592,0.35180580690031305,hay/pasture,<25%,LC.2,Wiegman,0.222222222222222,792.0369193179621,278.6431874954938,513.3937318224682,0.35180580690031305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC.2,C/D,D,44.29444,-73.1743,LC,NA,2,1,LC,LC.2.1,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,intact cores,2019-07-10T00:00:00Z,2019.51944444444,16.5194444444443,CTRL,0.5545528470708605,0.4897327266078986,0.16731508912459372,912.3446135169403,301.55321434452657,610.7913991724142,0.20622013950816395,385.89436076735234,2379.1089883094683,2624.6375494724903,49.32644176919583,0.09299933305143142,574.179648183542,16.73,52.0199999999999,31.25,Silty clay loam,83.27,4184.49393691383,0.18599866610286256,0.2655444095951481,0.40095117523661333,0.14340504061158654,1.880227195838991,0.07235836866286713,5.05448103278868,11.051352265528172,161.66396166719534,989.0961155212441,3764.883619689319,7.8470372637178585,0.5628169929147746,0.9140120928901942,7.471355220670056,13.050997359200657,16.825516012069464,17.772163704521518,2.9769460745177687,0.33052556005355027,hay/pasture,<25%,LC.2,Wiegman,0.222222222222222,912.3446135169403,301.55321434452657,610.7913991724138,0.33052556005355027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MuF.1,B/D,D,44.57,-73.1587,MuF,1,1,NA,MuF1,MuF.1.,0-10cm,6,3,0,0,9,0.333333333333333,2004,2006,2004,2004-2006,surface plots,NA,2018.43055555555,14.4305555555556,CTRL,0.6,0.430850972507607,0.419645252056488,1012.5,580.078125,432.421875,0.0942957746478874,512.8,1401.99999999999,5760,171.6,0.10687173741886989,591.8366545800652,NA,NA,NA,NA,NA,4798.275132275121,0.213743474837739,0.160824372759856,0.334172217701022,0.318567944411209,0.504835390946502,0.120893051984068,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5729166666666666,hay/pasture,>25% & <75%,MuF.1,Wiegman,0.333333333333333,1012.5,580.078125,432.421875,0.5729166666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,A/D,D,44.819531,-72.823867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0.24312169744373333,668,2250,5140,452.9999999999999,0.12304993311550184,581.7679522446091,36.733333333333334,42.9,20.333333333333332,NA,NA,5428.690476190476,NA,NA,NA,NA,NA,NA,1.5410000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W36-F,Perillo,0,888.6666666666666,645.17638891867,243.49027774799663,0.7260049387681958,57,45,20150731,USGS-VWRLSC-2014,Wetland,Wetland_D,Interior,888.6666666666666,243.49027774799663,645.17638891867,1.0876247086666666,14.102186626666667,6.333333333333333,Loam,D,11602.333333333334,5619.333333333333,30.333333333333332,12266,1238.6666666666667,2845,636.6666666666666,186.66666666666666,1567,NA,NA,NA,NA,6,2015-07-31,2015
Goo.F,C/D,D,43.9451805555556,-73.1638666666667,Goo,F,F,3,GooF,Goo.F.3,0-10cm,6,4,0,0,10,0.4,2016,2006,2016,2016-2006,intact cores,NA,2021.44722222222,5.4472222222223,CTRL,0.7039984590499999,0.4058177843484986,2.2829670213833255,1195.9795311966134,509.84082512780384,686.1387060688121,0.17920147263257868,708.7753576682738,3309.541676295554,7081.459490445101,395.0808930158729,0.09211264110396714,1066.144427326174,1.6,58.4,40,Silty clay loam,98.4,7719.937793354255,0.1842252822079336,0.18053308219714911,0.4293752885484628,0.18860116317442774,0.9702236238365386,0.06612236397859281,0.955507993991539,4.479828778369541,133.0851315253316,471.00000000000006,3526.929850367334,60.378396078109994,0.30000000000000004,0.6355507993991539,20.688127903864622,24.332619909873085,46.42203197596616,15.19957194592385,1.5688127903864622,0.4262956111110805,hay/pasture,>25% & <75%,Goo.F,Wiegman,0.4,1195.9795311966134,509.84082512780384,686.1387060688096,0.4262956111110805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke.1,B/D,D,43.80918,-73.15,Ke,1,1,3,Ke1,Ke.1.3,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,surface plots,NA,2018.68333333333,15.6833333333333,CTRL,0.38842970094319407,0.5296408003825159,NA,1208.4139423073307,545.3366664958425,663.0772758114911,0.14662630167950175,727.5018142475966,1772.1572686846168,2348.6163099186115,64.19965309871566,0.2168633838515698,44.526529087829154,5.30500000000003,84.6949999999999,10,Silt,94.69499999999996,3334.825972115326,0.433726767703138,0.5554750701811346,0.4077147464434891,0.3566370604769778,1.5553832675758472,0.16390821196371058,7.677588918422401,13.307782651592229,24.61008670722734,91.94626933793279,1129.6736671523392,100.96957929588983,0.14113927709165716,0.8117089156374858,185.64650175269574,16.514462154104216,143.84098260633738,27.00308238927168,1.2253874663396558,0.4512829978232321,hay/pasture,<25%,Ke.1,Wiegman,0.222222222222222,1208.4139423073307,545.3366664958425,663.0772758114882,0.4512829978232321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
